,Sentinel-2,,,Modis,,,Temperature-Celsius,,,Precipitation-mm,,
week_start,snow_km2 - above 1200,snow_km2 - between 1200 - 1800,snow_km2 - above 1800,snow_km2 - above 1200,snow_km2 - between 1200 - 1800,snow_km2 - above 1800,Temp- 1200,Temp-1200-1800,Temp-1800,precipitation-1200,precipitation-1200-1800,precipitation-1800
05/10/2024,0,0,0,0,0,0,22.29739856,20.37276547,18.42502159,26.64221485,16.36324238,20.90393493
12/10/2024,0,0,0,0,0.01,0,20.77341211,18.25821694,16.38512024,33.57561697,30.12163513,37.75707024
19/10/2024,0,0,0,0,0,0,15.56352211,11.91350578,9.732602264,0.348734795,0.208869761,0.347310143
26/10/2024,0.103170547,0.103170547,0,0.158,0.698,0.084,16.77797627,13.38247251,11.12906054,25.07775678,34.90118015,38.45049265
02/11/2024,0.92735043,0,0.92735043,0.641,0.964,1.927,15.69955786,12.11676486,9.737792688,107.4807129,76.35742836,66.60014186
09/11/2024,0,0,0,0.254,0.408,5.639,15.06288113,11.74940139,9.536098205,65.30748692,39.9648981,41.88796877
16/11/2024,113.1741017,0.103321172,113.0707805,94.549,46.207,78.358,13.1362708,9.624624072,7.374062204,241.4874325,142.2918817,100.2123987
23/11/2024,166.4167952,29.78296955,136.6338256,23.525,33.559,157.728,9.253222932,5.5736078,3.337365436,187.4218784,163.5289648,160.0848936
30/11/2024,189.417698,2.680929891,186.7367681,3.313,6.647,149.219,9.890482615,6.808834384,4.956464585,13.69820519,8.128431094,8.075953627
07/12/2024,55.82933721,0,55.82933721,19.562,3.126,63.366,11.95812577,8.858111314,7.065398552,31.45426519,18.98657235,18.38415135
14/12/2024,56.98238276,0,56.98238276,10.667,6.516,54.87,8.97445018,5.70000711,3.827871994,17.927745,8.717471905,7.499972637
21/12/2024,232.4214221,1.078111263,231.3433108,42.139,14.387,176.858,9.571129488,6.000182675,3.850441854,281.8883346,249.2675186,255.4509259
28/12/2024,1375.601883,288.4454862,1087.156397,115.669,250.276,778.965,7.507753241,4.027315244,2.062249622,224.5415112,124.5058965,128.7713539
04/01/2025,646.3907432,51.1420063,595.2487369,21.614,80.306,563.013,9.450397548,6.419519036,4.561114739,5.324443449,6.135280206,6.179789967
11/01/2025,447.4743899,7.996558808,439.4778311,19.18,17.277,335.731,10.01321909,6.395559182,4.203103544,34.18976966,23.40605712,30.67564742
18/01/2025,315.9801084,1.955574425,314.024534,22.46,11.496,247.209,8.731335023,5.244492744,3.222808467,90.69091457,73.61217923,86.32917627
25/01/2025,304.9494839,0.828453195,304.1210307,61.477,25.663,247.294,8.679991642,5.021945174,2.718628729,92.76341609,122.1317561,145.8678328
01/02/2025,0,0,0,113.73,73.676,358.287,7.722226092,4.443673291,2.498978165,512.4811989,433.7165691,348.824677
08/02/2025,1996.069523,1012.704142,983.3653806,206.253,677.812,801.784,5.142875057,0.957604451,-1.464655259,387.8072487,347.6099893,316.9177721
15/02/2025,1528.278699,457.0314939,1071.247206,27.161,502.583,810.976,7.537057627,3.663825259,1.182870359,335.5482669,336.0772411,294.5348528
22/02/2025,1269.230721,434.9629082,834.2678131,71.113,409.423,751.078,3.025280127,-1.022224085,-3.723138222,39.37380794,45.2419231,50.59310676
01/03/2025,4.030670282,0,4.030670282,4.856,206.145,611.452,9.468968079,5.898625668,3.630064524,91.43432,110.2756257,108.5948294
08/03/2025,424.1070142,49.47857318,374.628441,1.964,50.349,336.246,13.17294085,10.02392731,7.742657535,13.88066465,19.16626548,25.16090731
15/03/2025,194.6949023,1.235179492,193.4597229,4.737,3.114,142.12,13.42030111,10.40058061,8.153118073,440.0129421,377.2848558,335.2500494
22/03/2025,850.9528869,220.6724758,630.2804111,2.737,143.126,407.934,13.79424179,11.05758597,8.819432125,8.991737739,8.178064868,9.00724687
29/03/2025,58.43885074,6.699784255,51.73906649,0.802,0.438,49.25,13.66922023,10.55061762,8.526661875,118.4550724,180.867083,213.6430747
05/04/2025,115.3909585,25.64653367,89.7444248,2.02,0.095,23.54,14.18058782,11.21016397,9.012252401,107.4046907,122.6179772,100.9259322
12/04/2025,140.0597723,22.87410775,117.1856645,4.517,17.96,204.791,11.76922957,8.355190566,6.077993683,257.9237716,294.9428759,296.42823
19/04/2025,31.82097945,0,31.82097945,1.453,0.495,26.037,18.41953179,16.58909215,14.80746601,8.133036082,7.178282508,10.0665272
26/04/2025,23.49229271,20.24548981,3.246802904,3.653,2.278,6.009,16.17401035,13.85611881,11.92713811,131.7408794,137.1004037,162.7194183
03/05/2025,21.9002255,14.92606599,6.974159518,0.103,0.047,0.43,17.57432257,15.12266012,12.94441018,91.17039725,121.8264314,108.2150036
10/05/2025,9.100793699,7.238792418,1.862001281,0.037,0.392,0.004,19.96800748,17.32060972,15.22038323,52.20477556,69.73458349,83.18942409
17/05/2025,0,0,0,0.032,0,0,21.90525076,20.74919868,19.16095737,2.556099118,6.039811814,9.622379933
24/05/2025,0,0,0,2.296,0.088,0.043,21.08481641,19.12375397,17.44987619,6.431438589,5.093878935,8.233980059
31/05/2025,0,0,0,0,0,0,0.003954,21.2415,18.64436322,5.793234218,4.643360213,8.204234325
